idx,sheet,file,category,size_band_dir,conf,edge_px,image_id
176,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\056_size107px_img12583.png,swimmer,gt64,,107,12583
177,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\057_size107px_img15348.png,swimmer,gt64,,107,15348
178,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\058_size105px_img3512.png,swimmer,gt64,,105,3512
179,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\gt64\059_size105px_img10465.png,swimmer,gt64,,105,10465
180,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\000_size16px_img1786.png,swimmer,lt16,,16,1786
181,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\001_size16px_img3486.png,swimmer,lt16,,16,3486
182,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\002_size16px_img3489.png,swimmer,lt16,,16,3489
183,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\003_size16px_img6680.png,swimmer,lt16,,16,6680
184,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\004_size16px_img6689.png,swimmer,lt16,,16,6689
185,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\005_size16px_img1821.png,swimmer,lt16,,16,1821
186,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\006_size16px_img3470.png,swimmer,lt16,,16,3470
187,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\007_size16px_img3472.png,swimmer,lt16,,16,3472
188,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\008_size16px_img3478.png,swimmer,lt16,,16,3478
189,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\009_size16px_img3482.png,swimmer,lt16,,16,3482
190,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\010_size16px_img3483.png,swimmer,lt16,,16,3483
191,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\011_size16px_img6690.png,swimmer,lt16,,16,6690
192,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\012_size16px_img14058.png,swimmer,lt16,,16,14058
193,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\013_size15px_img595.png,swimmer,lt16,,15,595
194,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\014_size15px_img4241.png,swimmer,lt16,,15,4241
195,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\015_size15px_img4242.png,swimmer,lt16,,15,4242
196,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\016_size15px_img4440.png,swimmer,lt16,,15,4440
197,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\017_size15px_img4441.png,swimmer,lt16,,15,4441
198,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\018_size15px_img2058.png,swimmer,lt16,,15,2058
199,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\019_size15px_img2366.png,swimmer,lt16,,15,2366
200,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\020_size15px_img4241.png,swimmer,lt16,,15,4241
201,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\021_size15px_img4436.png,swimmer,lt16,,15,4436
202,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\022_size15px_img4437.png,swimmer,lt16,,15,4437
203,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\023_size15px_img4439.png,swimmer,lt16,,15,4439
204,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\024_size15px_img4442.png,swimmer,lt16,,15,4442
205,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\025_size15px_img4436.png,swimmer,lt16,,15,4436
206,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\026_size15px_img4440.png,swimmer,lt16,,15,4440
207,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\027_size15px_img4442.png,swimmer,lt16,,15,4442
208,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\028_size15px_img4436.png,swimmer,lt16,,15,4436
209,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\029_size15px_img4440.png,swimmer,lt16,,15,4440
210,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\030_size15px_img4441.png,swimmer,lt16,,15,4441
211,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\031_size15px_img595.png,swimmer,lt16,,15,595
212,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\032_size15px_img1136.png,swimmer,lt16,,15,1136
213,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\033_size15px_img3468.png,swimmer,lt16,,15,3468
214,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\034_size15px_img4239.png,swimmer,lt16,,15,4239
215,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\035_size15px_img4442.png,swimmer,lt16,,15,4442
216,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\036_size15px_img1136.png,swimmer,lt16,,15,1136
217,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\037_size14px_img2234.png,swimmer,lt16,,14,2234
218,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\038_size14px_img4437.png,swimmer,lt16,,14,4437
219,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\039_size14px_img537.png,swimmer,lt16,,14,537
220,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\040_size14px_img1724.png,swimmer,lt16,,14,1724
221,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\041_size14px_img4437.png,swimmer,lt16,,14,4437
222,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\042_size14px_img4438.png,swimmer,lt16,,14,4438
223,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\043_size14px_img4438.png,swimmer,lt16,,14,4438
224,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\044_size14px_img4440.png,swimmer,lt16,,14,4440
225,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\045_size14px_img4440.png,swimmer,lt16,,14,4440
226,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\046_size14px_img4441.png,swimmer,lt16,,14,4441
227,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\047_size14px_img4438.png,swimmer,lt16,,14,4438
228,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\048_size14px_img4439.png,swimmer,lt16,,14,4439
229,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\049_size14px_img4441.png,swimmer,lt16,,14,4441
230,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\050_size14px_img4437.png,swimmer,lt16,,14,4437
231,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\051_size14px_img4442.png,swimmer,lt16,,14,4442
232,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\052_size14px_img172.png,swimmer,lt16,,14,172
233,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\053_size14px_img1786.png,swimmer,lt16,,14,1786
234,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\054_size14px_img4437.png,swimmer,lt16,,14,4437
235,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\055_size14px_img4438.png,swimmer,lt16,,14,4438
236,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\056_size14px_img4439.png,swimmer,lt16,,14,4439
237,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\057_size14px_img4439.png,swimmer,lt16,,14,4439
238,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\058_size14px_img4440.png,swimmer,lt16,,14,4440
239,fn_swimmer_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fn\swimmer\lt16\059_size14px_img4441.png,swimmer,lt16,,14,4441
