idx,sheet,file,category,size_band_dir,conf,edge_px,image_id
162,fp_background_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\014_conf0.61_size45px_img6090.png,swimmer,32-64,0.61,45,6090
163,fp_background_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\015_conf0.61_size54px_img9256.png,swimmer,32-64,0.61,54,9256
164,fp_background_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\016_conf0.61_size40px_img1157.png,swimmer,32-64,0.61,40,1157
165,fp_background_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\017_conf0.60_size44px_img5577.png,swimmer,32-64,0.60,44,5577
166,fp_background_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\018_conf0.60_size50px_img8116.png,swimmer,32-64,0.60,50,8116
167,fp_background_sheet06.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\019_conf0.60_size40px_img9240.png,swimmer,32-64,0.60,40,9240
168,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\020_conf0.59_size43px_img9243.png,swimmer,32-64,0.59,43,9243
169,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\021_conf0.59_size54px_img10419.png,swimmer,32-64,0.59,54,10419
170,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\022_conf0.58_size44px_img9246.png,swimmer,32-64,0.58,44,9246
171,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\023_conf0.58_size60px_img10419.png,swimmer,32-64,0.58,60,10419
172,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\024_conf0.57_size44px_img9244.png,swimmer,32-64,0.57,44,9244
173,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\025_conf0.56_size34px_img6072.png,swimmer,32-64,0.56,34,6072
174,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\026_conf0.56_size45px_img9244.png,swimmer,32-64,0.56,45,9244
175,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\027_conf0.55_size41px_img9243.png,swimmer,32-64,0.55,41,9243
176,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\028_conf0.55_size39px_img1157.png,swimmer,32-64,0.55,39,1157
177,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\029_conf0.55_size59px_img10419.png,swimmer,32-64,0.55,59,10419
178,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\030_conf0.55_size37px_img10443.png,swimmer,32-64,0.55,37,10443
179,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\031_conf0.53_size58px_img10426.png,swimmer,32-64,0.53,58,10426
180,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\032_conf0.53_size37px_img6090.png,swimmer,32-64,0.53,37,6090
181,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\033_conf0.51_size45px_img8645.png,swimmer,32-64,0.51,45,8645
182,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\034_conf0.50_size38px_img8653.png,swimmer,32-64,0.50,38,8653
183,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\035_conf0.49_size38px_img6072.png,swimmer,32-64,0.49,38,6072
184,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\036_conf0.49_size42px_img1869.png,swimmer,32-64,0.49,42,1869
185,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\037_conf0.49_size41px_img9246.png,swimmer,32-64,0.49,41,9246
186,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\038_conf0.48_size46px_img9244.png,swimmer,32-64,0.48,46,9244
187,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\039_conf0.48_size45px_img9812.png,swimmer,32-64,0.48,45,9812
188,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\040_conf0.47_size36px_img1824.png,swimmer,32-64,0.47,36,1824
189,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\041_conf0.46_size42px_img8653.png,swimmer,32-64,0.46,42,8653
190,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\042_conf0.44_size42px_img9226.png,swimmer,32-64,0.44,42,9226
191,fp_background_sheet07.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\043_conf0.44_size42px_img9266.png,swimmer,32-64,0.44,42,9266
192,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\044_conf0.43_size39px_img9240.png,swimmer,32-64,0.43,39,9240
193,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\045_conf0.43_size37px_img15970.png,swimmer,32-64,0.43,37,15970
194,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\046_conf0.43_size46px_img6090.png,swimmer,32-64,0.43,46,6090
195,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\047_conf0.41_size36px_img6072.png,swimmer,32-64,0.41,36,6072
196,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\048_conf0.41_size34px_img9239.png,swimmer,32-64,0.41,34,9239
197,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\049_conf0.41_size33px_img1037.png,swimmer,32-64,0.41,33,1037
198,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\050_conf0.41_size36px_img1975.png,swimmer,32-64,0.41,36,1975
199,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\051_conf0.41_size43px_img2231.png,swimmer,32-64,0.41,43,2231
200,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\052_conf0.41_size44px_img9244.png,swimmer,32-64,0.41,44,9244
201,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\053_conf0.41_size44px_img3023.png,swimmer,32-64,0.41,44,3023
202,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\054_conf0.40_size57px_img3001.png,swimmer,32-64,0.40,57,3001
203,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\055_conf0.40_size42px_img5577.png,swimmer,32-64,0.40,42,5577
204,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\056_conf0.39_size43px_img6090.png,swimmer,32-64,0.39,43,6090
205,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\057_conf0.39_size32px_img9240.png,swimmer,32-64,0.39,32,9240
206,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\058_conf0.38_size41px_img9820.png,swimmer,32-64,0.38,41,9820
207,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\32-64\059_conf0.38_size36px_img1123.png,swimmer,32-64,0.38,36,1123
208,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\000_conf0.74_size74px_img8116.png,swimmer,gt64,0.74,74,8116
209,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\001_conf0.70_size78px_img9271.png,swimmer,gt64,0.70,78,9271
210,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\002_conf0.65_size66px_img9249.png,swimmer,gt64,0.65,66,9249
211,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\003_conf0.62_size72px_img10419.png,swimmer,gt64,0.62,72,10419
212,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\004_conf0.46_size195px_img4482.png,swimmer,gt64,0.46,195,4482
213,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\005_conf0.46_size90px_img9239.png,swimmer,gt64,0.46,90,9239
214,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\006_conf0.43_size85px_img9270.png,swimmer,gt64,0.43,85,9270
215,fp_background_sheet08.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\gt64\007_conf0.38_size168px_img4482.png,swimmer,gt64,0.38,168,4482
216,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\000_conf0.49_size12px_img71.png,swimmer,lt16,0.49,12,71
217,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\001_conf0.47_size12px_img85.png,swimmer,lt16,0.47,12,85
218,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\002_conf0.44_size11px_img71.png,swimmer,lt16,0.44,11,71
219,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\003_conf0.41_size11px_img379.png,swimmer,lt16,0.41,11,379
220,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\004_conf0.33_size13px_img113.png,swimmer,lt16,0.33,13,113
221,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\005_conf0.33_size11px_img119.png,swimmer,lt16,0.33,11,119
222,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\006_conf0.28_size12px_img187.png,swimmer,lt16,0.28,12,187
223,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\007_conf0.28_size12px_img187.png,swimmer,lt16,0.28,12,187
224,fp_background_sheet09.png,outputs\error_analysis\baseline_a_pilot\crops\fp_background\swimmer\lt16\008_conf0.27_size11px_img71.png,swimmer,lt16,0.27,11,71
