idx,sheet,file,category,size_band_dir,conf,edge_px,image_id
181,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\001_size16px_img3489.png,swimmer,lt16,,16,3489
182,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\002_size16px_img6689.png,swimmer,lt16,,16,6689
183,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\003_size16px_img3470.png,swimmer,lt16,,16,3470
184,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\004_size16px_img3472.png,swimmer,lt16,,16,3472
185,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\005_size16px_img3478.png,swimmer,lt16,,16,3478
186,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\006_size16px_img3482.png,swimmer,lt16,,16,3482
187,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\007_size16px_img3483.png,swimmer,lt16,,16,3483
188,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\008_size16px_img6690.png,swimmer,lt16,,16,6690
189,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\009_size15px_img526.png,swimmer,lt16,,15,526
190,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\010_size15px_img595.png,swimmer,lt16,,15,595
191,fn_swimmer_sheet07.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\011_size15px_img4441.png,swimmer,lt16,,15,4441
192,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\012_size15px_img1136.png,swimmer,lt16,,15,1136
193,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\013_size15px_img3468.png,swimmer,lt16,,15,3468
194,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\014_size15px_img1136.png,swimmer,lt16,,15,1136
195,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\015_size14px_img2234.png,swimmer,lt16,,14,2234
196,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\016_size14px_img537.png,swimmer,lt16,,14,537
197,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\017_size14px_img4438.png,swimmer,lt16,,14,4438
198,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\018_size14px_img1786.png,swimmer,lt16,,14,1786
199,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\019_size14px_img2364.png,swimmer,lt16,,14,2364
200,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\020_size13px_img2398.png,swimmer,lt16,,13,2398
201,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\021_size13px_img4436.png,swimmer,lt16,,13,4436
202,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\022_size13px_img4439.png,swimmer,lt16,,13,4439
203,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\023_size13px_img4440.png,swimmer,lt16,,13,4440
204,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\024_size12px_img4437.png,swimmer,lt16,,12,4437
205,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\025_size12px_img4436.png,swimmer,lt16,,12,4436
206,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\026_size12px_img4438.png,swimmer,lt16,,12,4438
207,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\027_size11px_img4438.png,swimmer,lt16,,11,4438
208,fn_swimmer_sheet08.png,outputs\error_analysis\baseline_a_full\crops\fn\swimmer\lt16\028_size11px_img4442.png,swimmer,lt16,,11,4442
